# 
# Solution parameters:
# - mu = 1
# - rh = 0.18753
# - Omega_H = 0.832139
# - m = 1
# - c = 1 (radial coord compactification parameter)
#
# Convention for Wbar = r^p * W
# - p = 2
#
# Physical quantities
# - M = 0.5000052254600014
# - J = 0.24750800611779436
# - Mmat/M = 0.03142580213603012
# - Jmat/J = 0.052100957163283765
#
  0.0000000000000000E+00  0.0000000000000000E+00  0.1395828349527560E+01  0.1395881527691867E+01 -0.1395216730134493E+01  0.2926424903142535E-01 -0.2156594643288977E-40  0.2055726829423192E-01  0.2055836248407172E-01 -0.6204544321632243E-40
  0.3846153846153846E-02  0.0000000000000000E+00  0.1395657912185913E+01  0.1395711071380047E+01 -0.1395046403575198E+01  0.2927387586113601E-01  0.2635362086450649E-24  0.2056081101984579E-01  0.2056190510090916E-01  0.1697296628027206E-24
  0.7692307692307693E-02  0.0000000000000000E+00  0.1395141756088447E+01  0.1395194875879570E+01 -0.1394530600949941E+01  0.2930304544912091E-01 -0.2409682443738854E-25  0.2057153997511349E-01  0.2057263394448931E-01  0.5458107949500461E-25
  0.1153846153846154E-01  0.0000000000000000E+00  0.1394273295607636E+01  0.1394326371371513E+01 -0.1393662757268111E+01  0.2935218485746852E-01  0.6207926644203611E-25  0.2058959343290517E-01  0.2059068750922522E-01 -0.2671272124977110E-26
  0.1538461538461539E-01  0.0000000000000000E+00  0.1393046852423757E+01  0.1393099881407881E+01 -0.1392437200112477E+01  0.2942171030999218E-01 -0.1851032608456853E-25  0.2061509247305795E-01  0.2061618696260394E-01 -0.2634798512888882E-25
  0.1923076923076923E-01  0.0000000000000000E+00  0.1391457699387569E+01  0.1391510679236899E+01 -0.1390849205912329E+01  0.2951202613037123E-01 -0.1192193292304206E-25  0.2064813981272203E-01  0.2064923505353449E-01 -0.2804890286850053E-25
  0.2307692307692308E-01  0.0000000000000000E+00  0.1389502106815669E+01  0.1389555035316629E+01 -0.1388895047418196E+01  0.2962352358102770E-01  0.1251581337171089E-24  0.2068881881723314E-01  0.2068991515998482E-01 -0.7571233140675372E-25
  0.2692307692307692E-01  0.0000000000000000E+00  0.1387177381480116E+01  0.1387230256484257E+01 -0.1386572032839958E+01  0.2975657970504569E-01 -0.3877842147048259E-24  0.2073719267110033E-01  0.2073829047209614E-01  0.1474646983635011E-24
  0.3076923076923077E-01  0.0000000000000000E+00  0.1384481896830931E+01  0.1384534716224671E+01 -0.1383878536092838E+01  0.2991155618604896E-01  0.3264234944140982E-24  0.2079330371123522E-01  0.2079440332918025E-01 -0.6373458316728082E-25
  0.3461538461538462E-01  0.0000000000000000E+00  0.1381415113793461E+01  0.1381467875485390E+01 -0.1380814017598840E+01  0.3008879823314350E-01  0.5204328791066508E-25  0.2085717293042728E-01  0.2085827472442747E-01  0.2702010519025404E-24
